guide_id,guide_title,from_snapshot,to_snapshot,from_snapshot_date,to_snapshot_date,diff_file,case_key,case_name,application_numbers,judgment_year,citation_change,citation_text,hudoc_itemid,hudoc_importance_level,hudoc_doctype,hudoc_docname,link_status,linked_paragraph_count,linked_sections,linked_change_types,linked_paragraph_refs,linked_match_strategies,pre_text,post_text,usable_for_relevance,usable_for_location,usable_for_edit_type,usable_for_generation,strict_citation_field_match,case_text_available,case_text_path,case_text_chars
22935893a6e6,Article 5,20240409165434__guide_art_5_eng.pdf,20251128111224__guide_art_5_eng.pdf,2024-04-09,2025-11-28,anas-diff-dataset/22935893a6e6/diff_2024-04-09__2025-11-28.json,apps:615/21,Cviková v. Slovakia,615/21,2024,added,"Cviková v. Slovakia, nos. 615/21 and 2 others, 13 June 2024",001-234143,3,HEJUD,CASE OF CVIKOVÁ v. SLOVAKIA,linked_paragraphs,1,IV.C.2: General principles,paragraph_added,IV.C.2|a:None|b:210,citation_field_name_match|paragraph_text_name_match,,"In view of the close affinity between the relevant principles developed under Article 5 §§ 1 (c) and 3 of the Convention, the Court can decide to examine a complaint relating to pre-trial detention under both provisions simultaneously ( Cviková v. Slovakia, 2024, § 71).",true,true,true,true,false,true,outputs/case_texts/text/001-234143.txt,70137
22935893a6e6,Article 5,20240409165434__guide_art_5_eng.pdf,20251128111224__guide_art_5_eng.pdf,2024-04-09,2025-11-28,anas-diff-dataset/22935893a6e6/diff_2024-04-09__2025-11-28.json,apps:34749/16|79607/17,Domenjoud v. France,34749/16|79607/17,2024,added,"Domenjoud v. France, nos. 34749/16 and 79607/17, 16 May 2024",001-233937,1,HEJUD,CASE OF DOMENJOUD v. FRANCE,linked_paragraphs,1,I.E: Deprivation of liberty outside formal arrest and detention,citation_added,I.E|a:19|b:19,citation_field_name_match|paragraph_text_name_match,"The question of applicability of Article 5 has arisen in a variety of circumstances, including:  the placement of individuals in psychiatric or social care institutions ( De Wilde, Ooms and Versyp v. Belgium, 1971; Nielsen v. Denmark, 1988; H.M. v. Switzerland, 2002; H.L. v. the United Kingdom, 2004; Storck v. Germany, 2005; A. and Others v. Bulgaria, 2011; Stanev v. Bulgaria [GC], 2012);  taking of an individual by paramedics and police officers to hospitals ( Aftanache v. Romania, 2020);  confinement in airport transit zones ( Z.A. and Others v. Russia [GC], 2019; Amuur v. France, 1996; Shamsa v. Poland, 2003; Mogoş and Others v. Romania (dec.), 2004; Mahdid and Haddar v. Austria Riad and Idiab v. Belgium (dec.), 2005;, 2008);  confinement in land border transit zones ( Ilias and Ahmed v. Hungary [GC], 2019; R.R. and Others v. Hungary, 2021);  questioning in a police station ( Cazan v. Romania, 2016; I.I. v. Bulgaria, 2005; Osypenko v. Ukraine Salayev v. Azerbaijan Farhad Aliyev v. Azerbaijan Creangă, 2010;, 2010;, 2010; v. Romania [GC], 2012);  placement in a police car to draw up an administrative-offence report ( Zelčs v. Latvia, 2020);  stops and searches by the police ( Foka v. Turkey, 2008; Gillan and Quinton v. the United Kingdom, 2010; Shimovolos v. Russia, 2011);  house search ( Stănculeanu v. Romania, 2018);  police escorting ( Rozhkov v. Russia (no. 2), 2017; Tsvetkova and Others v. Russia, 2018);  Austin and Others crowd control measures adopted by the police on public order grounds ( v. the United Kingdom [GC], 2012; Auray and Others v. France, * 2024);  Buza dji v. the Republic of Moldova Mancini v. Italy Lavents house arrest ( [GC], 2016;, 2001; v. Latvia, 2002; Nikolova v. Bulgaria (no. 2), 2004; Dacosta Silva v. Spain, 2006).  Khlaifia and Others v. Italy holding sea-migrants in reception facilities and on ships ( [GC], 2016);  keeping irregular migrants in asylum hotspot facilities ( J.R. and Others v. Greece, 2018).  Terheş v. Romania national lockdown on account of the Covid-19 pandemic ( (dec), 2021).","The question of applicability of Article 5 has arisen in a variety of circumstances, including: ▪ the placement of individuals in psychiatric or social care institutions ( De Wilde, Ooms and Versyp v. Belgium, 1971; Nielsen v. Denmark, 1988; H.M. v. Switzerland, 2002; H.L. v. the United Kingdom, 2004; Storck v. Germany, 2005; A. and Others v. Bulgaria, 2011; Stanev v. Bulgaria [GC], 2012); ▪ taking of an individual by paramedics and police officers to hospitals ( Aftanache v. Romania, 2020); ▪ confinement in airport transit zones ( Z.A. and Others v. Russia [GC], 2019; Amuur v. France, 1996; Shamsa v. Poland, 2003; Mogoş and Others v. Romania (dec.), 2004; Mahdid and Haddar v. Austria (dec.), 2005; Riad and Idiab v. Belgium, 2008); ▪ confinement in land border transit zones ( Ilias and Ahmed v. Hungary [GC], 2019; R.R. and Others v. Hungary, 2021); ▪ questioning in a police station ( Cazan v. Romania, 2016; I.I. v. Bulgaria, 2005; Osypenko v. Ukraine, 2010; Salayev v. Azerbaijan, 2010; Farhad Aliyev v. Azerbaijan, 2010; Creangă v. Romania [GC], 2012; Bogay and Others v. Ukraine, 2025); ▪ placement in a police car to draw up an administrative-offence report ( Zelčs v. Latvia, 2020); ▪ confinement in a courtyard during a demonstration ( Siedlecka v. Poland *, 2025); ▪ stops and searches by the police ( Foka v. Turkey, 2008; Gillan and Quinton v. the United Kingdom, 2010; Shimovolos v. Russia, 2011); ▪ house search ( Stănculeanu v. Romania, 2018); ▪ police escorting ( Rozhkov v. Russia (no. 2), 2017; Tsvetkova and Others v. Russia, 2018); ▪ crowd control measures adopted by the police on public order grounds ( Austin and Others v. the United Kingdom [GC], 2012; Auray and Others v. France, 2024); ▪ house arrest ( Buzadji v. the Republic of Moldova [GC], 2016; Mancini v. Italy, 2001; Lavents v. Latvia, 2002; Nikolova v. Bulgaria (no. 2), 2004; Dacosta Silva v. Spain, 2006). ▪ holding sea-migrants in reception facilities and on ships ( Khlaifia and Others v. Italy [GC], 2016); ▪ keeping irregular migrants in asylum hotspot facilities ( J.R. and Others v. Greece, 2018); ▪ national lockdown on account of the Covid-19 pandemic ( Terheş v. Romania (dec), 2021); ▪ preventive home-curfew orders issued under state-of-emergency legislation ( Domenjoud v. France, 2024).",true,true,true,true,false,true,outputs/case_texts/text/001-233937.txt,124543
22935893a6e6,Article 5,20240409165434__guide_art_5_eng.pdf,20251128111224__guide_art_5_eng.pdf,2024-04-09,2025-11-28,anas-diff-dataset/22935893a6e6/diff_2024-04-09__2025-11-28.json,apps:5297/16,Ishkhanyan v. Armenia,5297/16,2025,added,"Ishkhanyan v. Armenia, no. 5297/16, 13 February 2025",001-241748,3,HEJUD,CASE OF ISHKHANYAN v. ARMENIA,linked_paragraphs,1,III.C.2: Meaning of “reasonable suspicion”,citation_added,III.C.2|a:96|b:97,citation_field_name_match|paragraph_text_name_match,"In assessing whether the minimum standard for the reasonableness of a suspicion required for an individual's arrest has been met, the Court has regard to the general context of the facts of a particular case including the applicant's status, the sequence of the events, the manner in which the investigations were carried out and the authorities' conduct ( Ibrahimov and Mammadov v. Azerbaijan, 2020, §§ 113-131). The minimum standard was not met when the applicants' arrest and detention on suspicion of having committed the crime of mass disorder were tainted by arbitrariness and formed part of a strategy of the authorities to hinder and put an end to peaceful protests ( Shmorgunov and Others v. Ukraine, 2021, §§ 464-477).","In assessing whether the minimum standard for the reasonableness of a suspicion required for an individual's arrest has been met, the Court has regard to the general context of the facts of a particular case including the applicant's status, the sequence of the events, the manner in which the investigations were carried out and the authorities'conduct ( Ibrahimov and Mammadov v. Azerbaijan, 2020, §§ 113-131; see also Selahattin Demirtaş v. Türkiye (no. 4), 2025, §§ 207-208 for a public disorder context). The minimum standard was not met when the applicants'arrest and detention on suspicion of having committed the crime of mass disorder were tainted by arbitrariness and formed part of a strategy of the authorities to hinder and put an end to peaceful protests ( Shmorgunov and Others v. Ukraine, 2021, §§ 464-477). No reasonable suspicion was found to exist where the applicant was a victim of an arrest conducted en masse without any individualised assessment of the criminality of his actions ( Ishkhanyan v. Armenia, 2025, §§ 158-162).",true,true,true,true,false,true,outputs/case_texts/text/001-241748.txt,135913
22935893a6e6,Article 5,20240409165434__guide_art_5_eng.pdf,20251128111224__guide_art_5_eng.pdf,2024-04-09,2025-11-28,anas-diff-dataset/22935893a6e6/diff_2024-04-09__2025-11-28.json,apps:1766/23,J.B. and Others v. Malta,1766/23,2024,added,"J.B. and Others v. Malta, no. 1766/23, 22 October 2024",001-237438,3,HEJUD,CASE OF J.B. AND OTHERS v. MALTA,linked_paragraphs,1,IV.D.3: The nature of the review required,citation_added,IV.D.3|a:251|b:257,citation_field_name_match|paragraph_text_name_match,"The ""court"" to which the detained person has access for the purposes of Article 5 § 4 does not have to be a court of law of the classical kind integrated within the standard judicial machinery of the country ( Weeks v. the United Kingdom, 1987, § 61). It must however be a body of ""judicial character"" offering certain procedural guarantees. Thus the ""court"" must be independent both of the executive Stephens v. Malta (no. 1), Ali Osman Özmen v. Turkey and of the parties to the case ( 2009, § 95;, 2016, § 87, Baş v. Turkey, 2020, §§ 266-267, where the Court confirmed that the term ""court"" referred to in Article 5 § 4 must be construed as a body which enjoys the same qualities of independence and impartiality as are required of the ""tribunal"" mentioned in Article 6).","The ""court"" to which the detained person has access for the purposes of Article 5 § 4 does not have to be a court of law of the classical kind integrated within the standard judicial machinery of the country ( Weeks v. the United Kingdom, 1987, § 61). It must however be a body of ""judicial character"" offering certain procedural guarantees. Thus the ""court"" must be independent both of the executive and of the parties to the case ( Stephens v. Malta (no. 1), 2009, § 95; Ali Osman Özmen v. Turkey, 2016, § 87, Baş v. Turkey, 2020, §§ 266-267; J.B. and Others v. Malta, 2024, § 143, where the Court confirmed that the term ""court"" referred to in Article 5 § 4 must be construed as a body which enjoys the same qualities of independence and impartiality as are required of the ""tribunal"" mentioned in Article 6).",true,true,true,true,false,true,outputs/case_texts/text/001-237438.txt,142332
22935893a6e6,Article 5,20240409165434__guide_art_5_eng.pdf,20251128111224__guide_art_5_eng.pdf,2024-04-09,2025-11-28,anas-diff-dataset/22935893a6e6/diff_2024-04-09__2025-11-28.json,apps:20183/21,Lazăr v. Romania,20183/21,2024,added,"Lazăr v. Romania, no. 20183/21, 9 April 2024",001-232006,3,HEJUD,CASE OF LAZĂR v. ROMANIA,linked_paragraphs,2,III.F.2: Detention with a view to deportation or extradition,paragraph_added|citation_added,III.F.2|a:None|b:157|III.F.2|a:150|b:153,citation_field_name_match|paragraph_text_name_match,"To avoid being branded as arbitrary, detention under Article 5 § 1 (f) must be carried out in good faith; it must be closely connected to the ground of detention relied on by the Government; the place and conditions of detention should be appropriate; and the length of the detention should not exceed that reasonably required for the purpose pursued ( A. and Others v. the United Kingdom, 2009, § 164; Yoh-Ekale Mwanje v. Belgium, 2011, §§ 117-19 with further references).","The existence or absence of fixed time-limits cannot be considered in the abstract, but should be viewed in the context of a detention system taken as a whole, having regard to the particular facts of each individual case. Even where an applicant has been kept in detention for an indeterminate period, the necessity of procedural safeguards is decisive for the Court's analysis ( Lazăr v. Romania,2024, § 97; see also Matthews and Johnson v. Romania, 2024, §§ 124-127, concerning detention under the concept of force majeure ).

To avoid being branded as arbitrary, detention under Article 5 § 1 (f) must be carried out in good faith; it must be closely connected to the ground of detention relied on by the Government; the place and conditions of detention should be appropriate; and the length of the detention should not exceed that reasonably required for the purpose pursued ( A. and Others v. the United Kingdom, 2009, § 164; Yoh-Ekale Mwanje v. Belgium, 2011, §§ 117-19 with further references; Lazăr v. Romania,2024, §§ 108-111).",true,true,true,true,false,true,outputs/case_texts/text/001-232006.txt,83029
22935893a6e6,Article 5,20240409165434__guide_art_5_eng.pdf,20251128111224__guide_art_5_eng.pdf,2024-04-09,2025-11-28,anas-diff-dataset/22935893a6e6/diff_2024-04-09__2025-11-28.json,apps:38239/22,M.B. v. Spain,38239/22,2025,added,"M.B. v. Spain, no. 38239/22, 6 February 2025",001-241578,4,HEJUD,CASE OF M.B. v. SPAIN,linked_paragraphs,1,III.E.3: Detention of persons of unsound mind,citation_updated,III.E.3|a:123|b:124,citation_field_name_match|paragraph_text_name_match,"The relevant time at which a person must be reliably established to be of unsound mind, for the requirements of sub-paragraph (e) of Article 5 § 1, is the date of the adoption of the measure depriving that person of his liberty as a result of that condition ( Ilnseher v. Germany [GC], 2018, § 134; O.H. v. Germany, 2011, § 78). However, changes, if any, to the mental condition of the detainee following the adoption if the detention order must be taken into account ( Ilnseher v. Germany [GC], 2018, § 134). Medical expert reports relied on by the authorities must therefore be sufficiently recent ( Kadusic v. S witzerland, 2018, §§ 44 and 55).","The relevant time at which a person must be reliably established to be of "" unsound mind "", for the requirements of sub-paragraph (e) of Article 5 § 1, is the date of the adoption of the measure depriving that person of his liberty as a result of that condition ( M.B. v. Spain, 2025, §§ 73 and 78; Ilnseher v. Germany [GC], 2018, § 134; O.H. v. Germany, 2011, § 78). However, changes, if any, to the mental condition of the detainee following the adoption if the detention order must be taken into account ( Ilnseher v. Germany [GC], 2018, § 134). Medical expert reports relied on by the authorities must therefore be sufficiently recent ( Kadusic v. Switzerland, 2018, §§ 44 and 55).",true,true,true,true,false,true,outputs/case_texts/text/001-241578.txt,62654
22935893a6e6,Article 5,20240409165434__guide_art_5_eng.pdf,20251128111224__guide_art_5_eng.pdf,2024-04-09,2025-11-28,anas-diff-dataset/22935893a6e6/diff_2024-04-09__2025-11-28.json,apps:71008/16,M.B. v. the Netherlands,71008/16,2024,added,"M.B. v. the Netherlands, no. 71008/16, 23 April 2024",001-233213,3,HEJUD,CASE OF M.B. v. THE NETHERLANDS,linked_paragraphs,1,III.F.1: Detention to prevent unauthorised entry into country,paragraph_added,III.F.1|a:None|b:144,paragraph_text_name_match,,"While the passage of time is not decisive for assessing whether detention falls under the scope of the first limb, it remains relevant for determining whether a sufficiently close connection exists between the immigration detention and the prevention of unauthorised entry. Strict scrutiny is needed when more time has lapsed and the person is in the meantime physically present on the territory of a State ( M.B. v. the Netherlands, 2024, §§ 74-75, where the applicant's immigration detention on public order grounds following his criminal law detention on terrorism related charges was found to be arbitrary; see also B.A. v. Cyprus, 2024, §§ 62-64, where the detention of an asylum- seeker on national security grounds was equally considered not to have been closely connected with the aim of preventing unauthorised entry).",true,true,true,true,false,true,outputs/case_texts/text/001-233213.txt,99119
22935893a6e6,Article 5,20240409165434__guide_art_5_eng.pdf,20251128111224__guide_art_5_eng.pdf,2024-04-09,2025-11-28,anas-diff-dataset/22935893a6e6/diff_2024-04-09__2025-11-28.json,apps:30814/22,Martinez Fernandez v. Hungary,30814/22,2025,added,"Martinez Fernandez v. Hungary, no. 30814/22, 27 May 2025",001-243256,3,HEJUD,CASE OF MARTINEZ FERNANDEZ v. HUNGARY,linked_paragraphs,2,III.E.3: Detention of persons of unsound mind,paragraph_added|citation_added,III.E.3|a:None|b:136|III.E.3|a:134|b:135,citation_field_name_match|paragraph_text_name_match,"The mere appointment of a lawyer, without that lawyer actually providing legal assistance in the proceedings, could not satisfy the requirements of necessary ""legal assistance"" for persons confined as being of ""unsound mind"". An effective legal representation of persons with disabilities requires an enhanced duty of supervision of their legal representatives by the competent domestic courts ( M.S. v. Croatia (no. 2), 2015, § 154; see also V.K. v. Russia, 2017, concerning a failure of a court-appointed lawyer to provide effective legal assistance and a manifest failure of the domestic courts to take that defect into consideration).","The decision to administer tranquillising medication to a patient before a court hearing requires careful consideration by both mental health professionals and the courts, particularly regarding how the medication might affect the patient's ability to mea ningfully participate in the proceedings ( Martinez Fernandez v. Hungary, 2025, §§ 71-73).

The mere appointment of a lawyer, without that lawyer actually providing legal assistance in the proceedings, could not satisfy the requirements of necessary ""legal assistance"" for persons confined as being of ""unsound mind"". An effective legal representation of persons with disabilities requires an enhanced duty of supervision of their legal representatives by the competent domestic courts ( M.S. v. Croatia (no. 2), 2015, § 154; see also V.K. v. Russia, 2017, concerning a failure of a court-appointed lawyer to provide effective legal assistance and a manifest failure of the domestic courts to take that defect into consideration, and Martinez Fernandez v. Hungary, 2025, concerning a failure of the guardian ad litem to effectively represent the applicant, reflecting a systemic problem).",true,true,true,true,false,true,outputs/case_texts/text/001-243256.txt,58948
22935893a6e6,Article 5,20240409165434__guide_art_5_eng.pdf,20251128111224__guide_art_5_eng.pdf,2024-04-09,2025-11-28,anas-diff-dataset/22935893a6e6/diff_2024-04-09__2025-11-28.json,apps:19124/21|20085/21,Matthews and Johnson v. Romania,19124/21|20085/21,2024,added,"Matthews and Johnson v. Romania, nos. 19124/21 and 20085/21, 9 April 2024",001-232005,3,HEJUD,CASE OF MATTHEWS AND JOHNSON v. ROMANIA,linked_paragraphs,2,III.F.2: Detention with a view to deportation or extradition,paragraph_added|citation_added,III.F.2|a:None|b:157|III.F.2|a:158|b:162,citation_field_name_match|paragraph_text_name_match,"The implementation of an interim measure following an indication by the Court to a State Party that it would be desirable not to return an individual to a particular country does not in itself have any bearing on whether the deprivation of liberty to which that individual may be subject complies with Article 5 § 1 of the Convention ( Gebremedhin [Gaberamadhien] v. France, 2007, § 74). Detention Azimov v. Russia should still be lawful and not arbitrary (, 2013, § 169). The fact that the application of such a measure prevents the individual's deportation does not render his detention unlawful, provided that the expulsion proceedings are still pending and the duration of his continued detention is not unreasonable ( S.P. v. Belgium (dec.), 2011; Yoh-Ekale Mwanje v. Belgium, 2011, § 120). 1","The existence or absence of fixed time-limits cannot be considered in the abstract, but should be viewed in the context of a detention system taken as a whole, having regard to the particular facts of each individual case. Even where an applicant has been kept in detention for an indeterminate period, the necessity of procedural safeguards is decisive for the Court's analysis ( Lazăr v. Romania,2024, § 97; see also Matthews and Johnson v. Romania, 2024, §§ 124-127, concerning detention under the concept of force majeure ).

The implementation of an interim measure following an indication by the Court to a State Party that it would be desirable not to return an individual to a particular country does not in itself have any bearing on whether the deprivation of liberty to which that individual may be subject complies with Article 5 § 1 of the Convention ( Gebremedhin [Gaberamadhien] v. France, 2007, § 74). Detention should still be lawful and not arbitrary ( Azimov v. Russia, 2013, § 169). The fact that the application of such a measure prevents the individual's deportation does not render his detention unlawful, provided that the expulsion proceedings are still pending and the duration of his continued detention is not unreasonable ( S.P. v. Belgium (dec.), 2011; Yoh-Ekale Mwanje v. Belgium, 2011, § 120; Matthews and Johnson v. Romania, 2024, § 128). 1",true,true,true,true,false,true,outputs/case_texts/text/001-232005.txt,95473
22935893a6e6,Article 5,20240409165434__guide_art_5_eng.pdf,20251128111224__guide_art_5_eng.pdf,2024-04-09,2025-11-28,anas-diff-dataset/22935893a6e6/diff_2024-04-09__2025-11-28.json,apps:13609/20,Selahattin Demirtaş v. Türkiye (no. 4)*,13609/20,2025,added,"Selahattin Demirtaş v. Türkiye (no. 4)*, no. 13609/20, 8 July 2025",001-244311,3,HEJUD,CASE OF SELAHATTİN DEMİRTAŞ v. TÜRKİYE (No. 4),linked_paragraphs,3,III.C.2: Meaning of “reasonable suspicion”|IV.D.4: Procedural guarantees|IV.D.5.b: Relevant factors to be taken into consideration when assessing speediness,citation_added|minor_edit,III.C.2|a:96|b:97|IV.D.4|a:269|b:276|IV.D.5.b|a:289|b:296,paragraph_text_name_match,"In assessing whether the minimum standard for the reasonableness of a suspicion required for an individual's arrest has been met, the Court has regard to the general context of the facts of a particular case including the applicant's status, the sequence of the events, the manner in which the investigations were carried out and the authorities' conduct ( Ibrahimov and Mammadov v. Azerbaijan, 2020, §§ 113-131). The minimum standard was not met when the applicants' arrest and detention on suspicion of having committed the crime of mass disorder were tainted by arbitrariness and formed part of a strategy of the authorities to hinder and put an end to peaceful protests ( Shmorgunov and Others v. Ukraine, 2021, §§ 464-477).

The proceedings must be adversarial and must always ensure ""equality of arms"" between the Reinprecht v. Austria A. and Others v. the United Kingdom parties (, 2005, § 31; [GC], 2009, § 204). In remand cases, since the persistence of a reasonable suspicion that the accused person has committed an offence is a condition sine qua non for the lawfulness of the continued detention, the detainee must be given an opportunity effectively to challenge the basis of the allegations against him. This may require the court to hear witnesses whose testimony appears to have a bearing on the continuing lawfulness of the detention ( Ţurcan v. Moldova, 2007, §§ 67-70). Equality of arms is not ensured if the applicant, or his counsel, is denied access to those documents in the investigation file which are essential in order effectively to challenge the lawfulness of his detention ( Ragıp Zarakolu v. Turkey, 2020, §§ 59-61; Ovsjannikov v. Estonia, 2014, § 72; Fodale v. Italy, 2006, § 41; and Korneykova v. Ukraine, 2012, § 68). Even if the detainee has not been allowed unlimited access to the investigation file, Article 5 § 4 has been found to have been complied with when the detainee had sufficient knowledge of the content of those items of evidence that formed the basis for his pre-trial detention and thus had an opportunity to effectively challenge his detention ( Atilla Taş v. Turkey, 2021, §§ 151-154, with further references). It may also be essential that the individual concerned should not only have the opportunity to be heard in person but that he should also have the effective assistance of his lawyer ( Cernák v. Slovakia, 2013, § 78).

In exceptional situations, the complexity of the case may justify the length of periods which in an ordinary context cannot be considered as ""speedy"" ( Mehmet Hasan Altan v. Turkey, 2018, § 165-167, and Şahin Alpay v. Turkey, 2018, §§ 137-139, where the Court found no violation of Article 5 § 4 in respect of the proceedings before the Constitutional Court lasting for periods between fourteen and sixteen months, concerning new and complicated issues under the state of emergency; see also Ilnseher v. Germany [GC], 2018, §§ 265-275, where a period of eight months and twenty-three days of proceedings before the Federal Constitutional Court was found to comply with the speediness requirement, having regard in particular to the complexity of the issues raised by a new system of preventive detention).","In assessing whether the minimum standard for the reasonableness of a suspicion required for an individual's arrest has been met, the Court has regard to the general context of the facts of a particular case including the applicant's status, the sequence of the events, the manner in which the investigations were carried out and the authorities'conduct ( Ibrahimov and Mammadov v. Azerbaijan, 2020, §§ 113-131; see also Selahattin Demirtaş v. Türkiye (no. 4), 2025, §§ 207-208 for a public disorder context). The minimum standard was not met when the applicants'arrest and detention on suspicion of having committed the crime of mass disorder were tainted by arbitrariness and formed part of a strategy of the authorities to hinder and put an end to peaceful protests ( Shmorgunov and Others v. Ukraine, 2021, §§ 464-477). No reasonable suspicion was found to exist where the applicant was a victim of an arrest conducted en masse without any individualised assessment of the criminality of his actions ( Ishkhanyan v. Armenia, 2025, §§ 158-162).

The proceedings must be adversarial and must always ensure ""equality of arms"" between the parties ( Reinprecht v. Austria, 2005, § 31; A. and Others v. the United Kingdom [GC], 2009, § 204). In remand cases, since the persistence of a reasonable suspicion that the accused person has committed an offence is a condition sine qua non for the lawfulness of the continued detention, the detainee must be given an opportunity effectively to challenge the basis of the allegations against him. This may require the court to hear witnesses whose testimony appears to have a bearing on the continuing lawfulness of the detention ( Ţurcan v. Moldova, 2007, §§ 67-70). Equality of arms is not ensured if the applicant, or his counsel, is denied access to those documents in the investigation file which are essential in order effectively to challenge the lawfulness of his detention ( Selahattin Demirtaş v. Türkiye (no. 4) *, 2025, §§ 281-283; Ragıp Zarakolu v. Turkey, 2020, §§ 59-61; Ovsjannikov v. Estonia, 2014, § 72; Fodale v. Italy, 2006, § 41; and Korneykova v. Ukraine, 2012, § 68). Even if the detainee has not been allowed unlimited access to the investigation file, Article 5 § 4 has been found to have been complied with when the detainee had sufficient knowledge of the content of those items of evidence that formed the basis for his pre-trial detention and thus had an opportunity to effectively challenge his detention ( Atilla Taş v. Turkey, 2021, §§ 151-154, with further references). It may also be essential that the individual concerned should not only have the opportunity to be heard in person but that he should also have the effective assistance of his lawyer ( Cernák v. Slovakia, 2013, § 78).

In exceptional situations, the complexity of the case may justify the length of periods which in an ordinary context cannot be considered as ""speedy"" ( Mehmet Hasan Altan v. Turkey, 2018, § 165-167, and Şahin Alpay v. Turkey, 2018, §§ 137-139, where the Court found no violation of Article 5 § 4 in respect of the proceedings before the Constitutional Court lasting for periods between fourteen and sixteen months, concerning new and complicated issues under the state of emergency; see also Ilnseher v. Germany [GC], 2018, §§ 265-275, where a period of eight months and twenty-three days of proceedings before the Federal Constitutional Court was found to comply with the speediness requirement, having regard in particular to the complexity of the issues raised by a new system of preventive detention). However, the excessive workload of the Constitutional Court cannot be used as a perpetual justification for excessively long procedures ( Selahattin Demirtaş v. Türkiye (no. 4) *, 2025, § 152, where a period of four years could not be regarded as ""speedy"").",true,true,true,true,false,false,,
