case_key,case_id,case_name,application_numbers,application_numbers_count,primary_application_number,judgment_date_raw,judgment_year,hudoc_itemid,hudoc_importance_level,hudoc_importance_bucket,is_key_case,convention_articles,keywords,respondent_states,summary_text,citation_example,all_citation_variants_count,snapshots_count,guides_count,guide_ids,guide_titles,first_seen_snapshot_timestamp,last_seen_snapshot_timestamp,first_seen_snapshot_pdf,last_seen_snapshot_pdf,hudoc_match_status,hudoc_match_method,hudoc_query_value,hudoc_query_result_count,hudoc_docname,hudoc_appno,hudoc_doctype,hudoc_languageisocode,hudoc_kpdate,hudoc_kpdateastext,hudoc_originatingbody,hudoc_ecli,hudoc_conclusion
apps:3321/67,3321/67,"Denmark, Norway, Sweden and the Netherlands v. Greece (the ""Greek case"")",3321/67,1,3321/67,5 November 1969,1969,,,,,,,,,"Denmark, Norway, Sweden and the Netherlands v. Greece (the ""Greek case""), nos. 3321/67 and 3 others, Commission report of 5 November 1969, Yearbook 12",1,3,1,e8704f851a2b,Article 15,20230923094342,20251125150922,20230923094342__guide_art_15_eng.pdf,20251125150922__guide_art_15_eng.pdf,unmatched,ambiguous_application_match,"3321/67 || docname_raw:Denmark, Norway, Sweden and the Netherlands v. Greece (the ""Greek case"") || text_clean:Denmark, Norway, Sweden and the Netherlands v. Greece (the ""Greek case"")",60,,,,,,,,,
apps:21286/15,21286/15,"Dianova and Others v. Russia,* nos. 21286/15 and 4 others",21286/15,1,21286/15,10 September 2024,2024,,,,,,,,,"Dianova and Others v. Russia,* nos. 21286/15 and 4 others, 10 September 2024",2,2,1,684d373b17e9,Article 11,20240930063355,20251210133318,20240930063355__guide_art_11_eng.pdf,20251210133318__guide_art_11_eng.pdf,unmatched,ambiguous_application_match,"21286/15 || docname_raw:Dianova and Others v. Russia,* nos. 21286/15 and 4 others || text_clean:Dianova and Others v. Russia,* nos. 21286/15 and 4 others",8,,,,,,,,,
apps:8803/02|6518/04,8803/02|6518/04,Doğan and Others v. Turkey,8803/02|6518/04,2,8803/02,27 May 2010,2010,,,,,,,,,"Doğan and Others v. Turkey, nos. 8803/02 and 14 others, ECHR 2004-VI (extracts) Ðokić v. Bosnia and Herzegovina, no. 6518/04, 27 May 2010",1,5,1,1b1f8de345be,Article 1 Protocol 1,20230923134648,20260104030038,20230923134648__guide_art_1_protocol_1_eng.pdf,20260104030038__guide_art_1_protocol_1_eng.pdf,unmatched,ambiguous_application_match,8803/02|6518/04 || docname_raw:Doğan and Others v. Turkey || text_clean:Doğan and Others v. Turkey,101,,,,,,,,,
apps:46506/99,46506/99,Durmaz and Others v. Turkey (dec.),46506/99,1,46506/99,4 September 2001,2001,,,,,,,,,"Durmaz and Others v. Turkey (dec.), nos. 46506/99 and 3 others, 4 September 2001",1,4,1,54e38e09f96e,Article 2 Protocol 1,20230923140435,20250424203515,20230923140435__guide_art_2_protocol_1_eng.pdf,20250424203515__guide_art_2_protocol_1_eng.pdf,unmatched,ambiguous_application_match,46506/99 || docname_raw:Durmaz and Others v. Turkey (dec.) || docname_clean:Durmaz and Others v. Turkey || text_clean:Durmaz and Others v. Turkey,25,,,,,,,,,
apps:64846/11|12879/09,64846/11|12879/09,Ebrahimian v. France,64846/11|12879/09,2,64846/11,10 January 2019,2019,,,,,,,,,"Ebrahimian v. France, no. 64846/11, ECHR 2015 Ēcis v. Latvia, no. 12879/09, 10 January 2019",1,4,1,e12c697e461c,Article 14,20230923093716,20250523211809,20230923093716__guide_art_14_art_1_protocol_12_eng.pdf,20250523211809__guide_art_14_art_1_protocol_12_eng.pdf,unmatched,ambiguous_application_match,64846/11|12879/09 || docname_raw:Ebrahimian v. France || text_clean:Ebrahimian v. France,45,,,,,,,,,
apps:50763/22,50763/22,"Ercan and Others v. Türkiye (dec.), 50763/22",50763/22,1,50763/22,4 February 2025,2025,,,,,,,,,"Ercan and Others v. Türkiye (dec.), 50763/22, 4 February 2025",1,1,1,684d373b17e9,Article 11,20251210133318,20251210133318,20251210133318__guide_art_11_eng.pdf,20251210133318__guide_art_11_eng.pdf,unmatched,ambiguous_application_match,"50763/22 || docname_raw:Ercan and Others v. Türkiye (dec.), 50763/22 || docname_clean:Ercan and Others v. Türkiye , 50763/22 || text_clean:Ercan and Others v. Türkiye , 50763/22",4,,,,,,,,,
apps:1828/06,1828/06,G.I.E.M. S.R.L. and Others v. Italy (merits) [GC],1828/06,1,1828/06,28 June 2018,2018,,,,,,,,,"G.I.E.M. S.R.L. and Others v. Italy (merits) [GC], nos. 1828/06 and 2 others, 28 June 2018",2,20,5,1b1f8de345be|4026b1621d4a|41c295afbaa0|d24a9ac722de|e751e8063f8b,Article 1 Protocol 1|Article 6 Criminal|Article 7|ECHR / EU|Environment,20230911235812,20260217143525,20230911235812__guide_art_6_criminal_eng.pdf,20260217143525__guide_art_6_criminal_eng.pdf,unmatched,ambiguous_application_match,1828/06 || docname_raw:G.I.E.M. S.R.L. and Others v. Italy (merits) [GC] || docname_clean:G.I.E.M. S.R.L. and Others v. Italy (merits) || text_clean:G.I.E.M. S.R.L. and Others v. Italy (merits),47,,,,,,,,,
apps:44394/15,44394/15,G.M. and Others v. the Republic of Moldova,44394/15,1,44394/15,22 February 2023,2023,,,,,,,,,"G.M. and Others v. the Republic of Moldova, no. 44394/15, 22 February 2023",1,4,1,acdaf72cea98,Article 3,20240223121333,20251224191756,20240223121333__guide_art_3_eng.pdf,20251224191756__guide_art_3_eng.pdf,unmatched,ambiguous_application_match,44394/15 || docname_raw:G.M. and Others v. the Republic of Moldova || text_clean:G.M. and Others v. the Republic of Moldova,19,,,,,,,,,
apps:47269/18,47269/18,"Garofalo and Others v. Italy (dec.), 47269/18 and 3 others",47269/18,1,47269/18,21 January 2025,2025,,,,,,,,,"Garofalo and Others v. Italy (dec.), 47269/18 and 3 others, 21 January 2025",1,1,1,41c295afbaa0,Article 7,20250604140804,20250604140804,20250604140804__guide_art_7_eng.pdf,20250604140804__guide_art_7_eng.pdf,unmatched,ambiguous_application_match,"47269/18 || docname_raw:Garofalo and Others v. Italy (dec.), 47269/18 and 3 others || docname_clean:Garofalo and Others v. Italy , 47269/18 and 3 others || text_clean:Garofalo and Others v. Italy , 47269/18 and 3 others",3,,,,,,,,,
apps:35614/19,35614/19,"İlerde and Others v. Türkiye,* nos. 35614/19 and 10 others",35614/19,1,35614/19,5 December 2023,2023,,,,,,,,,"İlerde and Others v. Türkiye,* nos. 35614/19 and 10 others, 5 December 2023",2,3,1,7ff3d5fc46dd,Prisoners' rights,20240405074848,20240928174327,20240405074848__guide_prisoners_rights_eng.pdf,20240928174327__guide_prisoners_rights_eng.pdf,unmatched,ambiguous_application_match,"35614/19 || docname_raw:İlerde and Others v. Türkiye,* nos. 35614/19 and 10 others || text_clean:İlerde and Others v. Türkiye,* nos. 35614/19 and 10 others",29,,,,,,,,,
apps:8721/05,8721/05,Istratii and Others v. Moldova,8721/05,1,8721/05,27 March 2007,2007,,,,,,,,,"Istratii and Others v. Moldova, no. 8721/05, 27 March 2007",1,4,1,7ff3d5fc46dd,Prisoners' rights,20230923174222,20240928174327,20230923174222__guide_prisoners_rights_eng.pdf,20240928174327__guide_prisoners_rights_eng.pdf,unmatched,ambiguous_application_match,8721/05 || docname_raw:Istratii and Others v. Moldova || text_clean:Istratii and Others v. Moldova,55,,,,,,,,,
apps:37794/07,37794/07,Jenik v. Austria (dec.),37794/07,1,37794/07,20 November 2012,2012,,,,,,,,,"Jenik v. Austria (dec.), nos. 37794/07 and 7 others, 20 November 2012",1,7,1,2fbc08fc30bd,Article 9,20230923081110,20251122212600,20230923081110__guide_art_9_eng.pdf,20251122212600__guide_art_9_eng.pdf,unmatched,ambiguous_application_match,37794/07 || docname_raw:Jenik v. Austria (dec.) || docname_clean:Jenik v. Austria || text_clean:Jenik v. Austria,7,,,,,,,,,
apps:31885/10,31885/10,Köksoy v. Turkey,31885/10,1,31885/10,13 January 2021,2021,,,,,,,,,"Köksoy v. Turkey, no. 31885/10, 13 January 2021",1,4,1,96d370a07ab1,Article 6 Civil,20240218053355,20260217135653,20240218053355__guide_art_6_civil_eng.pdf,20260217135653__guide_art_6_civil_eng.pdf,unmatched,ambiguous_application_match,31885/10 || docname_raw:Köksoy v. Turkey || text_clean:Köksoy v. Turkey,9,,,,,,,,,
apps:57116/10,57116/10,Kolesnyk v. Ukraine (dec.),57116/10,1,57116/10,3 June 2014,2014,,,,,,,,,"Kolesnyk v. Ukraine (dec.), no. 57116/10, 3 June 2014",1,5,1,1b1f8de345be,Article 1 Protocol 1,20230923134648,20260104030038,20230923134648__guide_art_1_protocol_1_eng.pdf,20260104030038__guide_art_1_protocol_1_eng.pdf,unmatched,ambiguous_application_match,57116/10 || docname_raw:Kolesnyk v. Ukraine (dec.) || docname_clean:Kolesnyk v. Ukraine || text_clean:Kolesnyk v. Ukraine,20,,,,,,,,,
apps:56710/13,56710/13,Labaca Larrea and Others v. France (dec.),56710/13,1,56710/13,7 February 2017,2017,,,,,,,,,"Labaca Larrea and Others v. France (dec.), nos. 56710/13 and 2 others, 7 February 2017",2,6,2,1d874b186d3e|7ff3d5fc46dd,Prisoners' rights|Terrorism,20230923174222,20251025084811,20230923174222__guide_prisoners_rights_eng.pdf,20251025084811__guide_terrorism_eng.pdf,unmatched,ambiguous_application_match,56710/13 || docname_raw:Labaca Larrea and Others v. France (dec.) || docname_clean:Labaca Larrea and Others v. France || text_clean:Labaca Larrea and Others v. France,9,,,,,,,,,
apps:53157/99,53157/99,Ledyayeva and Others v. Russia (dec.),53157/99,1,53157/99,16 September 2004,2004,,,,,,,,,"Ledyayeva and Others v. Russia (dec.), nos. 53157/99 and 3 others, 16 September 2004",2,4,1,e751e8063f8b,Environment,20230923165352,20251212192207,20230923165352__guide_environment_eng.pdf,20251212192207__guide_environment_eng.pdf,unmatched,ambiguous_application_match,53157/99 || docname_raw:Ledyayeva and Others v. Russia (dec.) || docname_clean:Ledyayeva and Others v. Russia || text_clean:Ledyayeva and Others v. Russia,39,,,,,,,,,
apps:39032/97,39032/97,Maatschap Smits and Others v. Netherlands (dec.),39032/97,1,39032/97,3 May 2001,2001,,,,,,,,,"Maatschap Smits and Others v. Netherlands (dec.), nos. 39032/97 and 5 others, 3 May 2001",1,4,1,e751e8063f8b,Environment,20230923165352,20251212192207,20230923165352__guide_environment_eng.pdf,20251212192207__guide_environment_eng.pdf,unmatched,ambiguous_application_match,39032/97 || docname_raw:Maatschap Smits and Others v. Netherlands (dec.) || docname_clean:Maatschap Smits and Others v. Netherlands || text_clean:Maatschap Smits and Others v. Netherlands,1,,,,,,,,,
apps:8022/77,8022/77,"McVeigh, O'Neill and Evans v. the United Kingdom",8022/77,1,8022/77,18 March 1981,1981,,,,,,,,,"McVeigh, O'Neill and Evans v. the United Kingdom, nos. 8022/77 and two others, Commission report, 18 March 1981",1,5,1,d5256ad78e38,Data protection,20230923165006,20260101120520,20230923165006__guide_data_protection_eng.pdf,20260101120520__guide_data_protection_eng.pdf,unmatched,ambiguous_application_match,"8022/77 || docname_raw:McVeigh, O'Neill and Evans v. the United Kingdom || text_clean:McVeigh, O'Neill and Evans v. the United Kingdom",17,,,,,,,,,
apps:25801/17,25801/17,Mierlă and Others v. Romania (dec.),25801/17,1,25801/17,17 May 2022,2022,,,,,,,,,"Mierlă and Others v. Romania (dec.), no. 25801/17 and two others, 17 May 2022",1,4,1,96d370a07ab1,Article 6 Civil,20240218053355,20260217135653,20240218053355__guide_art_6_civil_eng.pdf,20260217135653__guide_art_6_civil_eng.pdf,unmatched,ambiguous_application_match,25801/17 || docname_raw:Mierlă and Others v. Romania (dec.) || docname_clean:Mierlă and Others v. Romania || text_clean:Mierlă and Others v. Romania,8,,,,,,,,,
apps:58511/13,58511/13,Migliore and Others v. Italy (dec.),58511/13,1,58511/13,12 November 2013,2013,,,,,,,,,"Migliore and Others v. Italy (dec.), nos. 58511/13 and 2 others, 12 November 2013",1,10,1,154b01c3289a,Article 34/35,20230627221844,20251202174715,20230627221844__Admissibility_guide_ENG.pdf,20251202174715__Admissibility_guide_ENG.pdf,unmatched,ambiguous_application_match,58511/13 || docname_raw:Migliore and Others v. Italy (dec.) || docname_clean:Migliore and Others v. Italy || text_clean:Migliore and Others v. Italy,6,,,,,,,,,
apps:45825/99,45825/99,Miller and Others v. the United Kingdom,45825/99,1,45825/99,26 October 2004,2004,,,,,,,,,"Miller and Others v. the United Kingdom, nos. 45825/99 and 2 others, 26 October 2004",1,6,1,4026b1621d4a,Article 6 Criminal,20230911235812,20260217143525,20230911235812__guide_art_6_criminal_eng.pdf,20260217143525__guide_art_6_criminal_eng.pdf,unmatched,ambiguous_application_match,45825/99 || docname_raw:Miller and Others v. the United Kingdom || text_clean:Miller and Others v. the United Kingdom,53,,,,,,,,,
apps:25163/08,25163/08,Noveski v. the former Yugoslav Republic of Macedonia (dec.),25163/08,1,25163/08,13 September 2016,2016,,,,,,,,,"Noveski v. the former Yugoslav Republic of Macedonia (dec.), nos. 25163/08 and 2 others, 13 September 2016",1,7,1,99cd2ce32cf8,Article 8,20230923050459,20260215111534,20230923050459__guide_art_8_eng.pdf,20260215111534__guide_art_8_eng.pdf,unmatched,ambiguous_application_match,25163/08 || docname_raw:Noveski v. the former Yugoslav Republic of Macedonia (dec.) || docname_clean:Noveski v. the former Yugoslav Republic of Macedonia || text_clean:Noveski v. the former Yugoslav Republic of Macedonia,8,,,,,,,,,
apps:76900/01|3532/07,76900/01|3532/07,Öllinger v. Austria,76900/01|3532/07,2,76900/01,16 November 2017,2017,,,,,,,,,"Öllinger v. Austria, no. 76900/01, 2006-IX ""Orthodox Ohrid Archdiocese (Greek-Orthodox Ohrid Archdiocese of the Peć Patriarchy)"" v. the former Yugoslav Republic of Macedonia, no. 3532/07, 16 November 2017",1,4,1,684d373b17e9,Article 11,20230923090652,20251210133318,20230923090652__guide_art_11_eng.pdf,20251210133318__guide_art_11_eng.pdf,unmatched,ambiguous_application_match,76900/01|3532/07 || docname_raw:Öllinger v. Austria || text_clean:Öllinger v. Austria,43,,,,,,,,,
apps:64178/00,64178/00,Özgür Radyo-Ses Radyo Televizyon Yayın Yapım Ve Tanıtım A.Ş. v. Turkey (no. 1),64178/00,1,64178/00,30 March 2006,2006,,,,,,,,,"Özgür Radyo-Ses Radyo Televizyon Yayın Yapım Ve Tanıtım A.Ş. v. Turkey (no. 1), nos. 64178/00 and 4 others, 30 March 2006",1,5,1,a94e3bc7e2bf,Article 13,20230911235824,20250619163138,20230911235824__guide_art_13_eng.pdf,20250619163138__guide_art_13_eng.pdf,unmatched,ambiguous_application_match,64178/00 || docname_raw:Özgür Radyo-Ses Radyo Televizyon Yayın Yapım Ve Tanıtım A.Ş. v. Turkey (no. 1) || text_clean:Özgür Radyo-Ses Radyo Televizyon Yayın Yapım Ve Tanıtım A.Ş. v. Turkey (no. 1),13,,,,,,,,,
apps:25194/08,25194/08,Płachta and Others v. Poland (dec.),25194/08,1,25194/08,25 November 2014,2014,,,,,,,,,"Płachta and Others v. Poland (dec.), no. 25194/08, 25 November 2014",1,4,1,e751e8063f8b,Environment,20230923165352,20251212192207,20230923165352__guide_environment_eng.pdf,20251212192207__guide_environment_eng.pdf,unmatched,ambiguous_application_match,25194/08 || docname_raw:Płachta and Others v. Poland (dec.) || docname_clean:Płachta and Others v. Poland || text_clean:Płachta and Others v. Poland,1,,,,,,,,,
apps:46184/16,46184/16,P. Plaisier B.V. v. the Netherlands (dec.),46184/16,1,46184/16,14 November 2017,2017,,,,,,,,,"P. Plaisier B.V. v. the Netherlands (dec.), nos. 46184/16 and two others, 14 November 2017",1,5,1,1b1f8de345be,Article 1 Protocol 1,20230923134648,20260104030038,20230923134648__guide_art_1_protocol_1_eng.pdf,20260104030038__guide_art_1_protocol_1_eng.pdf,unmatched,ambiguous_application_match,46184/16 || docname_raw:P. Plaisier B.V. v. the Netherlands (dec.) || docname_clean:P. Plaisier B.V. v. the Netherlands || text_clean:P. Plaisier B.V. v. the Netherlands,8,,,,,,,,,
apps:26711/07,26711/07,Poletan and Azirovik v. the former Yugoslav Republic of Macedonia,26711/07,1,26711/07,12 May 2016,2016,,,,,,,,,"Poletan and Azirovik v. the former Yugoslav Republic of Macedonia, no. 26711/07 and 2 others, 12 May 2016",1,6,1,4026b1621d4a,Article 6 Criminal,20230911235812,20260217143525,20230911235812__guide_art_6_criminal_eng.pdf,20260217143525__guide_art_6_criminal_eng.pdf,unmatched,ambiguous_application_match,26711/07 || docname_raw:Poletan and Azirovik v. the former Yugoslav Republic of Macedonia || text_clean:Poletan and Azirovik v. the former Yugoslav Republic of Macedonia,52,,,,,,,,,
apps:13276/05,13276/05,Religious organisations of Ukraine v. Ukraine (dec.),13276/05,1,13276/05,1 April 2014,2014,,,,,,,,,"Religious organisations of Ukraine v. Ukraine (dec.), no. 13276/05, 1 April 2014",1,7,1,2fbc08fc30bd,Article 9,20230923081110,20251122212600,20230923081110__guide_art_9_eng.pdf,20251122212600__guide_art_9_eng.pdf,unmatched,ambiguous_application_match,13276/05 || docname_raw:Religious organisations of Ukraine v. Ukraine (dec.) || docname_clean:Religious organisations of Ukraine v. Ukraine || text_clean:Religious organisations of Ukraine v. Ukraine,1,,,,,,,,,
apps:55185/08,55185/08,Rossi and Others v. Italy (dec.),55185/08,1,55185/08,16 December 2008,2008,,,,,,,,,"Rossi and Others v. Italy (dec.), nos. 55185/08 and 7 others, 16 December 2008",1,10,1,154b01c3289a,Article 34/35,20230627221844,20251202174715,20230627221844__Admissibility_guide_ENG.pdf,20251202174715__Admissibility_guide_ENG.pdf,unmatched,ambiguous_application_match,55185/08 || docname_raw:Rossi and Others v. Italy (dec.) || docname_clean:Rossi and Others v. Italy || text_clean:Rossi and Others v. Italy,56,,,,,,,,,
apps:56637/10,56637/10,"Sociedade de Construções Martins & Vieira, Lda., and Others v. Portugal",56637/10,1,56637/10,30 October 2014,2014,,,,,,,,,"Sociedade de Construções Martins & Vieira, Lda., and Others v. Portugal, nos. 56637/10 and 5 others, 30 October 2014",1,6,1,4026b1621d4a,Article 6 Criminal,20230911235812,20260217143525,20230911235812__guide_art_6_criminal_eng.pdf,20260217143525__guide_art_6_criminal_eng.pdf,unmatched,ambiguous_application_match,"56637/10 || docname_raw:Sociedade de Construções Martins & Vieira, Lda., and Others v. Portugal || text_clean:Sociedade de Construções Martins & Vieira, Lda., and Others v. Portugal",14,,,,,,,,,
apps:3468/20,3468/20,Subaşı and Others v. Türkiye,3468/20,1,3468/20,6 December 2022,2022,,,,,,,,,"Subaşı and Others v. Türkiye, nos. 3468/20 and others, 6 December 2022",2,11,2,7ff3d5fc46dd|99cd2ce32cf8,Article 8|Prisoners' rights,20230923050459,20260215111534,20230923050459__guide_art_8_eng.pdf,20260215111534__guide_art_8_eng.pdf,unmatched,ambiguous_application_match,3468/20 || docname_raw:Subaşı and Others v. Türkiye || text_clean:Subaşı and Others v. Türkiye,45,,,,,,,,,
apps:23018/04,23018/04,Urcan and Others v. Turkey,23018/04,1,23018/04,17 July 2008,2008,,,,,,,,,"Urcan and Others v. Turkey, nos. 23018/04 and 10 others, 17 July 2008",1,4,1,684d373b17e9,Article 11,20230923090652,20251210133318,20230923090652__guide_art_11_eng.pdf,20251210133318__guide_art_11_eng.pdf,unmatched,ambiguous_application_match,23018/04 || docname_raw:Urcan and Others v. Turkey || text_clean:Urcan and Others v. Turkey,53,,,,,,,,,
apps:59012/17,59012/17,"Văleanu and Others v. Romania, 59012/17 and 29 others",59012/17,1,59012/17,8 November 2022,2022,,,,,,,,,"Văleanu and Others v. Romania, 59012/17 and 29 others, 8 November 2022",3,9,2,1b1f8de345be|ed0ed05ac958,Article 1 Protocol 1|Article 46,20230911235919,20260104030038,20230911235919__guide_art_46_eng.pdf,20260104030038__guide_art_1_protocol_1_eng.pdf,unmatched,ambiguous_application_match,"59012/17 || docname_raw:Văleanu and Others v. Romania, 59012/17 and 29 others || text_clean:Văleanu and Others v. Romania, 59012/17 and 29 others",8,,,,,,,,,
apps:56928/19,56928/19,"Valiullina and Others v. Latvia, 56928/19 and 2 others",56928/19,1,56928/19,14 September 2023,2023,,,,,,,,,"Valiullina and Others v. Latvia, 56928/19 and 2 others, 14 September 2023",2,4,2,54e38e09f96e|e12c697e461c,Article 14|Article 2 Protocol 1,20240330184031,20250523211809,20240330184031__guide_art_2_protocol_1_eng.pdf,20250523211809__guide_art_14_art_1_protocol_12_eng.pdf,unmatched,ambiguous_application_match,"56928/19 || docname_raw:Valiullina and Others v. Latvia, 56928/19 and 2 others || text_clean:Valiullina and Others v. Latvia, 56928/19 and 2 others",7,,,,,,,,,
