guide_id,guide_title,from_snapshot_date,to_snapshot_date,from_guide_version_date,to_guide_version_date,case_key,case_name,application_numbers,hudoc_itemid,hudoc_importance_level,hudoc_doctype,hudoc_conclusion,convention_articles,judgment_year,label,negative_reason,resolved_case_key,delayed_positive,right_censored,audit_flag,negative_type
154b01c3289a,Article 34/35,2023-06-27,2023-10-27,2022-08-31,2023-02-28,apps:43237/13,CATANĂ v. THE REPUBLIC OF MOLDOVA,43237/13,001-223360,3,HEJUD,Violation of Article 6 - Right to a fair trial (Article 6 - Civil proceedings;Article 6-1 - Impartial tribunal;Independent tribunal);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction),6|6-1|41,2023,negative,published_in_window_not_added_to_guide,apps:43237/13,false,false,clean,easy
154b01c3289a,Article 34/35,2023-06-27,2023-10-27,2022-08-31,2023-02-28,apps:16205/21,G.K. v. CYPRUS,16205/21,001-223107,3,HEJUD,No violation of Article 8 - Right to respect for private and family life (Article 8-1 - Respect for family life),8|8-1|8-2,2023,negative,published_in_window_not_added_to_guide,apps:16205/21,false,false,clean,easy
154b01c3289a,Article 34/35,2023-06-27,2023-10-27,2022-08-31,2023-02-28,apps:52048/16,HYSA v. ALBANIA,52048/16,001-223106,3,HEJUD,Preliminary objection dismissed (Article 37-1 - Striking out applications);Violation of Article 5 - Right to liberty and security (Article 5-3 - Reasonableness of pre-trial detention);Pecuniary damage - claim dismissed (Article 41 - Pecuniary damage;Just satisfaction);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction),37|37-1|5|5-3|41,2023,negative,published_in_window_not_added_to_guide,apps:52048/16,false,false,clean,easy
154b01c3289a,Article 34/35,2023-06-27,2023-10-27,2022-08-31,2023-02-28,apps:57916/16,HUBERT NOWAK v. POLAND,57916/16,001-223024,3,HEJUD,Preliminary objection joined to merits and dismissed (Art. 35) Admissibility criteria;(Art. 35-1) Exhaustion of domestic remedies;No violation of Article 2 - Right to life (Article 2 - Positive obligations;Article 2-1 - Life) (Substantive aspect);Violation of Article 2 - Right to life (Article 2-1 - Effective investigation) (Procedural aspect);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction),35|35-1|2|2-1|41,2023,negative,published_in_window_not_added_to_guide,apps:57916/16,false,false,clean,easy
154b01c3289a,Article 34/35,2023-06-27,2023-10-27,2022-08-31,2023-02-28,apps:32380/13,IBRAHIMBEYOV AND OTHERS v. AZERBAIJAN,32380/13,001-223021,3,HEJUD,No violation of Article 1 of Protocol No. 1 - Protection of property (Article 1 para. 1 of Protocol No. 1 - Deprivation of property;Possessions),P1-1|P1-1-1,2023,negative,published_in_window_not_added_to_guide,apps:32380/13,false,false,clean,easy
154b01c3289a,Article 34/35,2023-06-27,2023-10-27,2022-08-31,2023-02-28,apps:59462/14,IMRANOVA AND OTHERS v. AZERBAIJAN,59462/14|74254/14|74275/14|74299/14|74333/14|74363/14|74448/14|74454/14|74481/14|74528/14|74553/14|74559/14|74573/14|74589/14|74622/14|77326/14|55353/15|58938/15,001-223022,4,HEJUD,Violation of Article 1 of Protocol No. 1 - Protection of property (Article 1 para. 1 of Protocol No. 1 - Peaceful enjoyment of possessions),P1-1|P1-1-1,2023,negative,published_in_window_not_added_to_guide,apps:59462/14,false,false,clean,easy
0a61f8f7ceb0,Rights of LGBTI persons,2023-09-23,2024-04-05,2023-02-28,2023-08-31,apps:32891/22,A.N. v. SWEDEN,32891/22,001-227779,4,HEDEC,Struck out of the list,3|37|37-1,2023,negative,published_in_window_not_added_to_guide,apps:32891/22,false,false,clean,easy
0a61f8f7ceb0,Rights of LGBTI persons,2023-09-23,2024-04-05,2023-02-28,2023-08-31,apps:44328/18,ALVES FERREIRA AND OTHERS v. PORTUGAL,44328/18|25234/21,001-227818,4,HEDEC,Struck out of the list,6|6-1|13|39,2023,negative,published_in_window_not_added_to_guide,apps:44328/18,false,false,clean,easy
0a61f8f7ceb0,Rights of LGBTI persons,2023-09-23,2024-04-05,2023-02-28,2023-08-31,apps:50568/11,ART GRUP-TRANS S.R.L. v. THE REPUBLIC OF MOLDOVA,50568/11,001-227869,4,HEDEC,Struck out of the list,6|6-1|37|37-1|P1-1,2023,negative,published_in_window_not_added_to_guide,apps:50568/11,false,false,clean,easy
0a61f8f7ceb0,Rights of LGBTI persons,2023-09-23,2024-04-05,2023-02-28,2023-08-31,apps:40990/18,ASHUROV AND OTHERS v. AZERBAIJAN,40990/18|58593/18|39249/19|7329/20|22149/20|4219/21|18328/22|32529/22,001-227862,4,HEDEC,Struck out of the list,6|5|37|37-1,2023,negative,published_in_window_not_added_to_guide,apps:40990/18,false,false,clean,easy
0a61f8f7ceb0,Rights of LGBTI persons,2023-09-23,2024-04-05,2023-02-28,2023-08-31,apps:19071/18,BABAYEV AND OTHERS v. AZERBAIJAN,19071/18|23274/18|55883/18|55897/18|7801/19|15748/19|20048/19|27365/19|27430/19|27632/19|28181/19|33330/19|35515/19|35553/19|36085/19|36285/19|36317/19|44224/20|4174/21|4488/21|27579/21,001-227858,4,HEDEC,Struck out of the list,6|37|37-1,2023,negative,published_in_window_not_added_to_guide,apps:19071/18,false,false,clean,easy
0a61f8f7ceb0,Rights of LGBTI persons,2023-09-23,2024-04-05,2023-02-28,2023-08-31,apps:57180/16,BALOGH AND OTHERS v. ROMANIA,57180/16|79130/16|2427/17,001-227814,4,HEDEC,Struck out of the list,3|37|37-1,2023,negative,published_in_window_not_added_to_guide,apps:57180/16,false,false,clean,easy
0a61f8f7ceb0,Rights of LGBTI persons,2023-09-23,2024-04-05,2023-02-28,2023-08-31,apps:23972/22,BRUNO AND OTHERS v. ITALY,23972/22,001-227772,4,HEDEC,Struck out of the list,P1-1|6|37|37-1,2023,negative,published_in_window_not_added_to_guide,apps:23972/22,false,false,clean,easy
0a61f8f7ceb0,Rights of LGBTI persons,2023-09-23,2024-04-05,2023-02-28,2023-08-31,apps:28227/18,BUSUIOC AND GROSU v. ROMANIA,28227/18|30685/18,001-227817,4,HEDEC,Inadmissible,3|35,2023,negative,published_in_window_not_added_to_guide,apps:28227/18,false,false,clean,easy
0a61f8f7ceb0,Rights of LGBTI persons,2023-09-23,2024-04-05,2023-02-28,2023-08-31,apps:37706/17,BAGIROVA AND OTHERS v. AZERBAIJAN,37706/17|47835/17|59194/17|73757/17|75028/17|753/18,001-226389,3,HEJUD,Remainder inadmissible (Art. 35) Admissibility criteria;(Art. 35-3-a) Ratione materiae;Violation of Article 1 of Protocol No. 1 - Protection of property (Article 1 para. 1 of Protocol No. 1 - Deprivation of property;Peaceful enjoyment of possessions);Just satisfaction reserved (Article 41 - Non-pecuniary damage;Pecuniary damage;Just satisfaction),35|35-3-a|P1-1|P1-1-1|41,2023,negative,published_in_window_not_added_to_guide,apps:37706/17,false,false,clean,easy
0a61f8f7ceb0,Rights of LGBTI persons,2023-09-23,2024-04-05,2023-02-28,2023-08-31,apps:2371/11,BORISOV v. UKRAINE,2371/11,001-226058,4,HEJUD,Pecuniary damage - award (Article 41 - Pecuniary damage;Just satisfaction),41,2023,negative,published_in_window_not_added_to_guide,apps:2371/11,false,false,clean,easy
0a61f8f7ceb0,Rights of LGBTI persons,2023-09-23,2024-04-05,2023-02-28,2023-08-31,apps:47196/21,C v. ITALY,47196/21,001-226488,3,HEJUD,Violation of Article 8 - Right to respect for private and family life (Article 8 - Positive obligations;Article 8-1 - Respect for private life);No violation of Article 8 - Right to respect for private and family life (Article 8-1 - Respect for family life;Respect for private life);Pecuniary damage - claim dismissed (Article 41 - Pecuniary damage;Just satisfaction);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction),8|8-1|41,2023,negative,published_in_window_not_added_to_guide,apps:47196/21,false,false,clean,easy
0a61f8f7ceb0,Rights of LGBTI persons,2023-09-23,2024-04-05,2023-02-28,2023-08-31,apps:51424/08,GULIYEVA v. AZERBAIJAN,51424/08,001-226459,4,HEJUD,Pecuniary and non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Pecuniary damage;Just satisfaction),41,2023,negative,published_in_window_not_added_to_guide,apps:51424/08,false,false,clean,easy
0a61f8f7ceb0,Rights of LGBTI persons,2023-09-23,2024-04-05,2023-02-28,2023-08-31,apps:70583/17,M.A. v. ITALY,70583/17,001-226390,3,HEJUD,Remainder inadmissible (Art. 35) Admissibility criteria;(Art. 35-3-a) Manifestly ill-founded;Violation of Article 3 - Prohibition of torture (Article 3 - Inhuman treatment) (Substantive aspect);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction),35|35-3-a|3|41,2023,negative,published_in_window_not_added_to_guide,apps:70583/17,false,false,clean,easy
0a61f8f7ceb0,Rights of LGBTI persons,2023-09-23,2024-04-05,2023-02-28,2023-08-31,apps:56669/18,OKSUZOGLU v. UKRAINE,56669/18,001-226060,4,HEJUD,Violation of Article 8 - Right to respect for private and family life (Article 8-1 - Respect for family life),8|8-1,2023,negative,published_in_window_not_added_to_guide,apps:56669/18,false,false,clean,easy
0a61f8f7ceb0,Rights of LGBTI persons,2023-09-23,2024-04-05,2023-02-28,2023-08-31,apps:71304/16,SHALA v. ITALY,71304/16,001-226388,4,HEJUD,Violation of Article 6 - Right to a fair trial (Article 6 - Criminal proceedings;Article 6-1 - Fair hearing),6|6-1,2023,negative,published_in_window_not_added_to_guide,apps:71304/16,false,false,clean,easy
0a61f8f7ceb0,Rights of LGBTI persons,2023-09-23,2024-04-05,2023-02-28,2023-08-31,apps:57752/21,X v. SLOVAKIA,57752/21,001-226061,4,HEJUD,Violation of Article 8 - Right to respect for private and family life (Article 8-1 - Respect for family life),8|8-1,2023,negative,published_in_window_not_added_to_guide,apps:57752/21,false,false,clean,easy
0a61f8f7ceb0,Rights of LGBTI persons,2023-09-23,2024-04-05,2023-02-28,2023-08-31,apps:36257/21,CHICOŞ v. ROMANIA,36257/21,001-227836,4,HEDEC,Struck out of the list,8|37|37-1,2023,negative,published_in_window_not_added_to_guide,apps:36257/21,false,false,clean,easy
0a61f8f7ceb0,Rights of LGBTI persons,2023-09-23,2024-04-05,2023-02-28,2023-08-31,apps:49670/16,COZAC AND CRISTEA v. ROMANIA,49670/16|19611/19,001-227812,4,HEDEC,Struck out of the list,3|39,2023,negative,published_in_window_not_added_to_guide,apps:49670/16,false,false,clean,easy
0a61f8f7ceb0,Rights of LGBTI persons,2023-09-23,2024-04-05,2023-02-28,2023-08-31,apps:41253/19,DELİBAŞ AND İLHAN v. TÜRKİYE,41253/19|51638/19,001-227828,4,HEDEC,Struck out of the list,6|6-1|39,2023,negative,published_in_window_not_added_to_guide,apps:41253/19,false,false,clean,easy
0a61f8f7ceb0,Rights of LGBTI persons,2023-09-23,2024-04-05,2023-02-28,2023-08-31,apps:38609/15,DINU AND COROI v. ROMANIA,38609/15|71101/17,001-227810,4,HEDEC,Inadmissible,3|35,2023,negative,published_in_window_not_added_to_guide,apps:38609/15,false,false,clean,easy
0a61f8f7ceb0,Rights of LGBTI persons,2023-09-23,2024-04-05,2023-02-28,2023-08-31,apps:50622/21,FATORIĆ BERTOVIĆ v. CROATIA,50622/21,001-227824,4,HEDEC,Struck out of the list,6|6-1|37|37-1,2023,negative,published_in_window_not_added_to_guide,apps:50622/21,false,false,clean,easy
0a61f8f7ceb0,Rights of LGBTI persons,2023-09-23,2024-04-05,2023-02-28,2023-08-31,apps:19812/18,FERREIRA ESTEVAM v. PORTUGAL,19812/18,001-227834,4,HEDEC,Struck out of the list,5|5-4|39,2023,negative,published_in_window_not_added_to_guide,apps:19812/18,false,false,clean,easy
0a61f8f7ceb0,Rights of LGBTI persons,2023-09-23,2024-04-05,2023-02-28,2023-08-31,apps:30196/17,GENERAL CLINIC LYSIMACHOS GRIGOR. SARAFIANOS S.A. AND OTHERS v. GREECE,30196/17,001-227830,4,HEDEC,Struck out of the list,6|6-1|37|37-1,2023,negative,published_in_window_not_added_to_guide,apps:30196/17,false,false,clean,easy
0a61f8f7ceb0,Rights of LGBTI persons,2023-09-23,2024-04-05,2023-02-28,2023-08-31,apps:38066/16,GÎTLAN v. ROMANIA,38066/16,001-227832,4,HEDEC,Inadmissible,3|35,2023,negative,published_in_window_not_added_to_guide,apps:38066/16,false,false,clean,easy
0a61f8f7ceb0,Rights of LGBTI persons,2023-09-23,2024-04-05,2023-02-28,2023-08-31,apps:49720/16,GROSU AND OTHERS v. ROMANIA,49720/16|59247/16|61086/16|10541/17|11636/17|15323/17|15327/17|20862/17,001-227813,4,HEDEC,Inadmissible,3|35,2023,negative,published_in_window_not_added_to_guide,apps:49720/16,false,false,clean,easy
0a61f8f7ceb0,Rights of LGBTI persons,2023-09-23,2024-04-05,2023-02-28,2023-08-31,apps:10867/18,HETEȘ-PEȘTEAN v. ROMANIA,10867/18,001-227833,4,HEDEC,Struck out of the list,3|39,2023,negative,published_in_window_not_added_to_guide,apps:10867/18,false,false,clean,easy
0a61f8f7ceb0,Rights of LGBTI persons,2023-09-23,2024-04-05,2023-02-28,2023-08-31,apps:36983/22,JAKŠIĆ v. CROATIA,36983/22,001-227826,4,HEDEC,Struck out of the list,6|6-1|37|37-1,2023,negative,published_in_window_not_added_to_guide,apps:36983/22,false,false,clean,easy
0a61f8f7ceb0,Rights of LGBTI persons,2023-09-23,2024-04-05,2023-02-28,2023-08-31,apps:76865/17,KĻAVIŅŠ v. LATVIA,76865/17,001-227821,4,HEDEC,Struck out of the list,6|6-1|37|37-1,2023,negative,published_in_window_not_added_to_guide,apps:76865/17,false,false,clean,easy
0a61f8f7ceb0,Rights of LGBTI persons,2023-09-23,2024-04-05,2023-02-28,2023-08-31,apps:27901/07,LAZELLARI AND OTHERS v. ALBANIA,27901/07|47108/08|1490/10|5753/15,001-227831,4,HEDEC,Struck out of the list,6|13|P1-1|37|37-1,2023,negative,published_in_window_not_added_to_guide,apps:27901/07,false,false,clean,easy
0a61f8f7ceb0,Rights of LGBTI persons,2023-09-23,2024-04-05,2023-02-28,2023-08-31,apps:21391/18,LOJODICE v. ITALY,21391/18,001-227762,4,HEDEC,Struck out of the list,6|6-1|39,2023,negative,published_in_window_not_added_to_guide,apps:21391/18,false,false,clean,easy
0faa41c7c031,Article 18,2023-09-23,2024-02-17,2023-02-28,2023-08-31,apps:32891/22,A.N. v. SWEDEN,32891/22,001-227779,4,HEDEC,Struck out of the list,3|37|37-1,2023,negative,published_in_window_not_added_to_guide,apps:32891/22,false,false,clean,easy
0faa41c7c031,Article 18,2023-09-23,2024-02-17,2023-02-28,2023-08-31,apps:44328/18,ALVES FERREIRA AND OTHERS v. PORTUGAL,44328/18|25234/21,001-227818,4,HEDEC,Struck out of the list,6|6-1|13|39,2023,negative,published_in_window_not_added_to_guide,apps:44328/18,false,false,clean,easy
0faa41c7c031,Article 18,2023-09-23,2024-02-17,2023-02-28,2023-08-31,apps:50568/11,ART GRUP-TRANS S.R.L. v. THE REPUBLIC OF MOLDOVA,50568/11,001-227869,4,HEDEC,Struck out of the list,6|6-1|37|37-1|P1-1,2023,negative,published_in_window_not_added_to_guide,apps:50568/11,false,false,clean,easy
0faa41c7c031,Article 18,2023-09-23,2024-02-17,2023-02-28,2023-08-31,apps:40990/18,ASHUROV AND OTHERS v. AZERBAIJAN,40990/18|58593/18|39249/19|7329/20|22149/20|4219/21|18328/22|32529/22,001-227862,4,HEDEC,Struck out of the list,6|5|37|37-1,2023,negative,published_in_window_not_added_to_guide,apps:40990/18,false,false,clean,easy
0faa41c7c031,Article 18,2023-09-23,2024-02-17,2023-02-28,2023-08-31,apps:19071/18,BABAYEV AND OTHERS v. AZERBAIJAN,19071/18|23274/18|55883/18|55897/18|7801/19|15748/19|20048/19|27365/19|27430/19|27632/19|28181/19|33330/19|35515/19|35553/19|36085/19|36285/19|36317/19|44224/20|4174/21|4488/21|27579/21,001-227858,4,HEDEC,Struck out of the list,6|37|37-1,2023,negative,published_in_window_not_added_to_guide,apps:19071/18,false,false,clean,easy
0faa41c7c031,Article 18,2023-09-23,2024-02-17,2023-02-28,2023-08-31,apps:57180/16,BALOGH AND OTHERS v. ROMANIA,57180/16|79130/16|2427/17,001-227814,4,HEDEC,Struck out of the list,3|37|37-1,2023,negative,published_in_window_not_added_to_guide,apps:57180/16,false,false,clean,easy
0faa41c7c031,Article 18,2023-09-23,2024-02-17,2023-02-28,2023-08-31,apps:23972/22,BRUNO AND OTHERS v. ITALY,23972/22,001-227772,4,HEDEC,Struck out of the list,P1-1|6|37|37-1,2023,negative,published_in_window_not_added_to_guide,apps:23972/22,false,false,clean,easy
0faa41c7c031,Article 18,2023-09-23,2024-02-17,2023-02-28,2023-08-31,apps:28227/18,BUSUIOC AND GROSU v. ROMANIA,28227/18|30685/18,001-227817,4,HEDEC,Inadmissible,3|35,2023,negative,published_in_window_not_added_to_guide,apps:28227/18,false,false,clean,easy
0faa41c7c031,Article 18,2023-09-23,2024-02-17,2023-02-28,2023-08-31,apps:37706/17,BAGIROVA AND OTHERS v. AZERBAIJAN,37706/17|47835/17|59194/17|73757/17|75028/17|753/18,001-226389,3,HEJUD,Remainder inadmissible (Art. 35) Admissibility criteria;(Art. 35-3-a) Ratione materiae;Violation of Article 1 of Protocol No. 1 - Protection of property (Article 1 para. 1 of Protocol No. 1 - Deprivation of property;Peaceful enjoyment of possessions);Just satisfaction reserved (Article 41 - Non-pecuniary damage;Pecuniary damage;Just satisfaction),35|35-3-a|P1-1|P1-1-1|41,2023,negative,published_in_window_not_added_to_guide,apps:37706/17,false,false,clean,easy
0faa41c7c031,Article 18,2023-09-23,2024-02-17,2023-02-28,2023-08-31,apps:2371/11,BORISOV v. UKRAINE,2371/11,001-226058,4,HEJUD,Pecuniary damage - award (Article 41 - Pecuniary damage;Just satisfaction),41,2023,negative,published_in_window_not_added_to_guide,apps:2371/11,false,false,clean,easy
0faa41c7c031,Article 18,2023-09-23,2024-02-17,2023-02-28,2023-08-31,apps:47196/21,C v. ITALY,47196/21,001-226488,3,HEJUD,Violation of Article 8 - Right to respect for private and family life (Article 8 - Positive obligations;Article 8-1 - Respect for private life);No violation of Article 8 - Right to respect for private and family life (Article 8-1 - Respect for family life;Respect for private life);Pecuniary damage - claim dismissed (Article 41 - Pecuniary damage;Just satisfaction);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction),8|8-1|41,2023,negative,published_in_window_not_added_to_guide,apps:47196/21,false,false,clean,easy
0faa41c7c031,Article 18,2023-09-23,2024-02-17,2023-02-28,2023-08-31,apps:51424/08,GULIYEVA v. AZERBAIJAN,51424/08,001-226459,4,HEJUD,Pecuniary and non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Pecuniary damage;Just satisfaction),41,2023,negative,published_in_window_not_added_to_guide,apps:51424/08,false,false,clean,easy
0faa41c7c031,Article 18,2023-09-23,2024-02-17,2023-02-28,2023-08-31,apps:70583/17,M.A. v. ITALY,70583/17,001-226390,3,HEJUD,Remainder inadmissible (Art. 35) Admissibility criteria;(Art. 35-3-a) Manifestly ill-founded;Violation of Article 3 - Prohibition of torture (Article 3 - Inhuman treatment) (Substantive aspect);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction),35|35-3-a|3|41,2023,negative,published_in_window_not_added_to_guide,apps:70583/17,false,false,clean,easy
0faa41c7c031,Article 18,2023-09-23,2024-02-17,2023-02-28,2023-08-31,apps:56669/18,OKSUZOGLU v. UKRAINE,56669/18,001-226060,4,HEJUD,Violation of Article 8 - Right to respect for private and family life (Article 8-1 - Respect for family life),8|8-1,2023,negative,published_in_window_not_added_to_guide,apps:56669/18,false,false,clean,easy
